Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Garage Cars,Mo Sold,Yr Sold,Sale Condition,SalePrice
265,0907252120,020,RL,,11423,CollgCr,1Fam,1Story,2001,2002,2,5,2010,Normal,272000
266,0907262050,060,RL,44,9548,CollgCr,1Fam,2Story,2003,2003,2,1,2010,Normal,237000
267,0907280040,060,RL,75,9375,CollgCr,1Fam,2Story,1997,1997,2,4,2010,Normal,240000
268,0907290040,020,RL,48,12137,CollgCr,1Fam,1Story,1998,1998,2,5,2010,Normal,224900
269,0907290170,120,RM,,4435,CollgCr,TwnhsE,1Story,2003,2003,2,4,2010,Normal,143750
270,0907290240,120,RM,,4426,CollgCr,TwnhsE,1Story,2004,2004,2,5,2010,Normal,143000
271,0907401090,020,RL,48,10635,CollgCr,1Fam,1Story,2003,2003,2,5,2010,Normal,232000
272,0907410080,020,RL,70,8400,CollgCr,1Fam,1Story,2004,2005,2,5,2010,Normal,213000
273,0907414030,020,RL,65,8773,CollgCr,1Fam,1Story,2004,2004,2,5,2010,Normal,185500
274,0908102060,030,RL,67,8777,Edwards,1Fam,1Story,1945,2007,1,4,2010,Normal,84900
275,0908102110,020,RL,68,8842,Edwards,1Fam,1Story,1954,1954,1,1,2010,Abnorml,155891
276,0908102130,090,RL,75,9825,Edwards,Duplex,1Story,1965,1965,0,5,2010,Normal,100000
277,0908102170,020,RL,60,10044,Edwards,1Fam,1Story,1968,1968,1,6,2010,Normal,144000
278,0908102300,050,RL,89,11792,Edwards,1Fam,1.5Fin,1948,1950,2,6,2010,Abnorml,64000
279,0908103350,080,RL,65,6305,Edwards,1Fam,SLvl,1975,1975,1,6,2010,Normal,125200
280,0908152080,080,RL,94,7819,Edwards,1Fam,SLvl,1976,1976,2,3,2010,Abnorml,107000
281,0908203100,020,RL,64,6410,Edwards,1Fam,1Story,1958,1958,0,5,2010,Normal,90000
282,0908208020,020,RM,80,8546,Edwards,1Fam,1Story,2003,2004,2,3,2010,Normal,140000
283,0908225320,050,RL,52,8741,Edwards,1Fam,1.5Fin,1945,1950,1,4,2010,Normal,113000
284,0908226130,190,RL,60,12180,Edwards,2fmCon,1.5Fin,1941,1950,1,7,2010,Normal,80000
285,0908275300,020,RL,68,8562,Edwards,1Fam,1Story,1957,2002,1,5,2010,Normal,144500
286,0909100080,030,RL,67,4853,SWISU,1Fam,1Story,1924,1999,1,5,2010,Normal,104000
287,0909100110,070,RL,66,6858,SWISU,1Fam,2Story,1915,1950,1,5,2010,Normal,128000
288,0909101070,030,RL,45,8212,Edwards,1Fam,1Story,1914,1950,1,6,2010,Normal,58500
289,0909176140,050,RL,50,5000,SWISU,1Fam,1.5Fin,1924,1950,1,5,2010,Normal,127000
290,0909176150,030,RL,,7890,SWISU,1Fam,1Story,1939,1950,2,3,2010,Normal,126000
291,0909177100,090,RH,60,7200,SWISU,Duplex,2Story,1967,1967,0,2,2010,Normal,160000
292,0909250030,050,RL,51,9839,SWISU,1Fam,1.5Fin,1931,1950,0,5,2010,Normal,100000
293,0909250060,050,RL,50,9638,SWISU,1Fam,1.5Fin,1919,1990,1,3,2010,Normal,169000
294,0909281080,050,RL,78,10452,Crawfor,1Fam,1.5Fin,1941,1985,1,7,2010,Normal,257500
295,0909426080,090,RL,78,15600,Crawfor,Duplex,2Story,1950,1991,2,3,2010,Normal,215000
296,0909427230,070,RL,66,9042,Crawfor,1Fam,2Story,1941,2006,1,5,2010,Normal,266500
297,0909428280,020,RL,100,17500,Crawfor,1Fam,1Story,1959,2002,2,5,2010,Normal,335000
298,0909452114,080,RL,85,19645,Crawfor,1Fam,SLvl,1994,2007,2,6,2010,Normal,203135
299,0909455030,120,RM,35,3907,Blueste,TwnhsE,1Story,1989,1989,2,4,2010,Normal,185000
300,0909455040,120,RM,35,3907,Blueste,TwnhsE,1Story,1989,1989,2,3,2010,Normal,162500
301,0909475140,020,RL,100,15602,Crawfor,1Fam,1Story,1959,1997,2,3,2010,Normal,289000
302,0910202060,050,RM,40,5436,IDOTRR,1Fam,1.5Fin,1922,2007,1,5,2010,Normal,125500
303,0910203250,030,RM,58,8154,IDOTRR,1Fam,1Story,1941,1950,1,4,2010,Normal,82000
304,0910205120,050,RM,50,9140,IDOTRR,1Fam,1.5Fin,1921,1975,1,4,2010,Normal,110000
305,0911128180,050,C (all),60,7500,IDOTRR,1Fam,1.5Fin,1920,1950,2,4,2010,Abnorml,68400
306,0911202100,050,C (all),66,8712,IDOTRR,1Fam,1.5Fin,1900,1950,1,1,2010,Abnorml,102776
307,0911204090,020,C (all),66,8712,IDOTRR,1Fam,1Story,1952,1952,2,6,2010,Alloca,55993
308,0911204100,030,C (all),66,8712,IDOTRR,1Fam,1Story,1896,1950,1,6,2010,Alloca,50138
309,0911370510,120,RM,44,3811,Crawfor,TwnhsE,1Story,2004,2005,2,5,2010,Normal,246000
310,0914467040,060,RL,85,11050,Mitchel,1Fam,2Story,1998,1999,3,5,2010,Normal,254900
311,0914475090,080,RL,74,9620,Mitchel,1Fam,SLvl,1977,1977,2,5,2010,Normal,190000
312,0914476520,020,RL,129,9196,Mitchel,1Fam,1Story,2003,2003,2,4,2010,Normal,201000
313,0914478045,080,RL,,12328,Mitchel,1Fam,SLvl,1976,1976,3,5,2010,Normal,169900
314,0914478110,090,RL,,12760,Mitchel,Duplex,1Story,1976,1976,2,3,2010,Normal,170000
315,0916125360,020,RL,,57200,Timber,1Fam,1Story,1948,1950,2,6,2010,Normal,160000
316,0916386010,020,RL,88,11896,Timber,1Fam,1Story,2008,2008,3,5,2010,Normal,220000
317,0916386020,020,RL,73,9803,Timber,1Fam,1Story,2009,2010,2,1,2010,Partial,179781
318,0916386060,060,RL,73,9802,Timber,1Fam,2Story,2006,2007,2,4,2010,Normal,174000
319,0916386090,060,RL,92,12003,Timber,1Fam,2Story,2009,2010,3,5,2010,Partial,269500
320,0916455170,060,RL,80,11316,Timber,1Fam,2Story,2002,2003,2,2,2010,Normal,214900
321,0916475110,060,RL,85,14191,Timber,1Fam,2Story,2002,2002,2,4,2010,Normal,202900
322,0921128020,020,RL,89,13214,Timber,1Fam,1Story,2008,2009,3,5,2010,Normal,378500
323,0923201020,020,RL,85,15300,Mitchel,1Fam,1Story,1965,1977,2,6,2010,Normal,169000
324,0923202105,020,RL,93,10114,Mitchel,1Fam,1Story,2004,2005,2,3,2010,Normal,173500
325,0923204150,090,RL,94,9400,Mitchel,Duplex,2Story,1971,1971,0,4,2010,Normal,139000
326,0923205015,020,RL,,11875,Mitchel,1Fam,1Story,1999,1999,2,6,2010,Normal,166500
327,0923225300,160,RM,,1974,MeadowV,TwnhsE,2Story,1973,1973,1,5,2010,Normal,83500
328,0923225390,120,RM,31,2394,MeadowV,Twnhs,1Story,1973,1973,1,5,2010,Normal,119500
329,0923225440,160,RM,36,2592,MeadowV,TwnhsE,2Story,1976,1976,1,4,2010,Normal,85000
330,0923226250,160,RM,21,1476,MeadowV,Twnhs,2Story,1970,1970,0,3,2010,Normal,76000
331,0923226320,180,RM,21,1491,MeadowV,TwnhsE,SFoyer,1972,1972,0,5,2010,Normal,75500
332,0923228270,160,RM,21,1900,MeadowV,TwnhsE,2Story,1970,1970,0,6,2010,Normal,88250
333,0923228370,160,RM,21,1890,MeadowV,TwnhsE,2Story,1972,1972,1,6,2010,Normal,85500
334,0923230190,020,RL,50,6953,Mitchel,1Fam,1Story,1971,2004,1,6,2010,Normal,130000
335,0923251080,020,RL,,26142,Mitchel,1Fam,1Story,1962,1962,1,4,2010,Normal,157900
336,0923276030,020,RL,76,12887,Mitchel,1Fam,1Story,1984,1984,2,4,2010,Normal,149900
337,0923276250,090,RL,70,7700,Mitchel,Duplex,2Story,1985,1986,2,2,2010,Normal,159000
338,0923426070,060,RL,63,10475,Mitchel,1Fam,2Story,1991,1991,2,3,2010,Normal,136000
339,0924100050,050,RL,68,10544,Mitchel,1Fam,1.5Fin,1969,1969,1,4,2010,Normal,161000
340,0924151040,020,RL,76,9892,Mitchel,1Fam,1Story,1994,1995,2,2,2010,Normal,285000
341,0924152030,060,RL,74,12961,Mitchel,1Fam,2Story,1993,1994,2,3,2010,Normal,231000
342,0526302110,020,RL,74,13008,NAmes,1Fam,1Story,1956,1956,1,10,2009,Normal,124500
343,0526351100,020,RL,85,10200,NAmes,1Fam,1Story,1974,1974,2,6,2009,Normal,157000
344,0526355080,080,RL,75,13860,NAmes,1Fam,SLvl,1972,1995,2,7,2009,Normal,345000
345,0527105070,060,RL,88,10179,Gilbert,1Fam,2Story,1997,1997,2,7,2009,Normal,189500
346,0527105130,060,RL,,11792,Gilbert,1Fam,2Story,2003,2003,3,8,2009,Normal,270000
347,0527107130,080,RL,60,8400,Gilbert,1Fam,SLvl,1996,1997,2,6,2009,Normal,189000
348,0527108070,020,RL,42,14892,Gilbert,1Fam,1Story,2006,2007,3,10,2009,Normal,377500
349,0527110020,080,RL,,8530,Gilbert,1Fam,SLvl,1995,1996,2,5,2009,Normal,168500
350,0527127100,120,RL,28,7296,StoneBr,TwnhsE,1Story,2004,2005,2,11,2009,Normal,375000
351,0527131030,120,RL,40,5664,StoneBr,TwnhsE,1Story,2000,2000,2,10,2009,Normal,278000
352,0527132090,120,RL,61,7380,StoneBr,1Fam,1Story,1998,1998,2,7,2009,Normal,240000
353,0527146010,120,RL,57,8013,StoneBr,TwnhsE,1Story,1995,1996,2,9,2009,Normal,239500
354,0527161040,080,RL,57,8923,Gilbert,1Fam,SLvl,1998,1998,2,2,2009,Normal,177500
355,0527162110,060,RL,74,10141,Gilbert,1Fam,2Story,1998,1998,2,12,2009,Normal,185000
356,0527162120,060,RL,60,7500,Gilbert,1Fam,2Story,1998,1999,2,10,2009,Normal,191000
357,0527163040,060,RL,59,7837,Gilbert,1Fam,2Story,1993,1994,2,5,2009,Normal,178000
358,0527163070,060,RL,,9765,Gilbert,1Fam,2Story,1993,1993,2,4,2009,Normal,185000
359,0527163130,060,RL,,8803,Gilbert,1Fam,2Story,1994,1995,2,7,2009,Normal,181316
360,0527164020,020,RL,58,7250,Gilbert,1Fam,1Story,1993,1993,2,11,2009,Normal,166000
361,0527164060,060,RL,,9636,Gilbert,1Fam,2Story,1992,1993,2,12,2009,Normal,178000
362,0527164090,060,RL,65,8125,Gilbert,1Fam,2Story,1994,1995,2,3,2009,Normal,174000
363,0527165130,020,RL,,9248,Gilbert,1Fam,1Story,1992,1992,2,7,2009,Normal,173000
364,0527166010,060,RL,,10762,Gilbert,1Fam,2Story,1999,1999,2,5,2009,Normal,225000
365,0527180100,020,RL,99,11851,Gilbert,1Fam,1Story,1990,1990,2,5,2009,Normal,180500
366,0527182110,120,RL,,5814,StoneBr,TwnhsE,1Story,1984,1984,2,8,2009,Abnorml,187500
367,0527214050,020,RL,63,17423,StoneBr,1Fam,1Story,2008,2009,3,7,2009,Partial,501837
368,0527254020,020,RL,80,11844,StoneBr,1Fam,1Story,2008,2008,3,7,2009,Partial,372500
369,0527258020,020,RL,124,16158,StoneBr,1Fam,1Story,2005,2005,2,6,2009,Normal,260000
370,0527276160,060,RL,85,11900,Gilbert,1Fam,2Story,1977,1977,2,7,2009,Normal,185000
371,0527301320,060,RL,94,13005,NWAmes,1Fam,2Story,1980,1980,2,8,2009,Normal,260000
372,0527302175,020,RL,48,17043,NWAmes,1Fam,1Story,1979,1998,2,1,2009,Normal,181000
373,0527326040,020,RL,85,11900,NWAmes,1Fam,1Story,1977,1977,2,4,2009,Family,82500
374,0527326150,020,RL,,16635,NWAmes,1Fam,1Story,1977,2000,2,6,2009,Normal,215000
375,0527352150,060,RL,,13250,NWAmes,1Fam,2Story,1978,1978,2,5,2009,Abnorml,154000
376,0527353020,020,RL,80,10928,NWAmes,1Fam,1Story,1978,1986,2,8,2009,Normal,200000
377,0527353060,060,RL,,12388,NWAmes,1Fam,2Story,1980,1991,2,8,2009,Normal,249000
378,0527354100,080,RL,,14115,NWAmes,1Fam,SLvl,1980,1980,2,6,2009,Normal,187500
379,0527354200,020,RL,80,11088,NWAmes,1Fam,1Story,1978,1998,2,5,2009,Normal,184000
380,0527355150,020,RL,80,9600,NWAmes,1Fam,1Story,1981,1981,2,7,2009,Normal,278000
381,0527356040,020,RL,82,11880,NWAmes,1Fam,1Story,1978,1978,2,4,2009,Abnorml,157000
382,0527359050,020,RL,80,10400,NWAmes,1Fam,1Story,1976,1976,2,6,2009,Family,152000
383,0527359180,060,RL,,10304,NWAmes,1Fam,2Story,1976,1976,2,10,2009,Normal,197500
384,0527364030,060,FV,70,7000,Somerst,1Fam,2Story,2003,2003,2,6,2009,Normal,240900
385,0527365030,060,FV,75,8004,Somerst,1Fam,2Story,2009,2009,2,12,2009,Partial,263435
386,0527366030,060,FV,,7500,Somerst,1Fam,2Story,2000,2001,2,3,2009,Normal,220000
387,0527368010,060,FV,,8470,Somerst,1Fam,2Story,2002,2002,2,10,2009,Normal,235000
388,0527375100,020,RL,,9373,NWAmes,1Fam,1Story,1975,1975,2,6,2009,Normal,213000
389,0527375180,020,RL,78,10140,NWAmes,1Fam,1Story,1974,1974,2,4,2009,Normal,167900
390,0527375210,020,RL,85,11050,NWAmes,1Fam,1Story,1975,1975,2,8,2009,Normal,158000
391,0527376100,020,RL,78,10140,NWAmes,1Fam,1Story,1974,1974,2,8,2009,Normal,165000
392,0527378140,080,RL,,10448,NWAmes,1Fam,SLvl,1972,1972,2,8,2009,Abnorml,158000
393,0527401160,090,RL,60,9000,NAmes,Duplex,2Story,1974,1974,0,9,2009,Normal,136000
394,0527402220,020,RL,,8750,NAmes,1Fam,1Story,1970,1970,2,8,2009,Normal,148500
395,0527403040,020,RL,61,7930,NAmes,1Fam,1Story,1969,2005,2,7,2009,Normal,156000
396,0527404020,020,RL,,7830,NAmes,1Fam,1Story,1970,1970,2,3,2009,Normal,128000
397,0527404030,020,RL,,8510,NAmes,1Fam,1Story,1971,1971,1,7,2009,Normal,143000
398,0527405130,020,RL,60,7038,NAmes,1Fam,1Story,1970,1970,2,9,2009,Abnorml,76500
399,0527405160,020,RL,60,6960,NAmes,1Fam,1Story,1970,1970,2,11,2009,Normal,120500
400,0527405180,020,RL,70,8120,NAmes,1Fam,1Story,1970,1970,2,7,2009,Normal,124500
401,0527425060,020,RL,70,10500,NAmes,1Fam,1Story,1971,1971,2,3,2009,Abnorml,97000
402,0527425110,020,RL,60,9000,NAmes,1Fam,1Story,1971,2006,2,7,2009,Normal,130000
403,0527450280,160,RM,21,1680,BrDale,Twnhs,2Story,1973,1973,1,7,2009,Normal,111000
404,0527451110,160,RM,24,2368,BrDale,TwnhsE,2Story,1970,1970,2,5,2009,Normal,125000
405,0527451320,160,RM,21,1680,BrDale,Twnhs,2Story,1971,1971,1,5,2009,Abnorml,112000
406,0527451540,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,7,2009,Normal,97000
407,0527451640,160,RM,21,1680,BrDale,Twnhs,2Story,1972,2007,1,5,2009,Normal,118000
408,0527451650,160,RM,21,1680,BrDale,Twnhs,2Story,1972,1972,1,2,2009,Normal,119500
409,0527452060,120,RL,,4928,NPkVill,TwnhsE,1Story,1976,1976,2,10,2009,Normal,143750
410,0527453050,160,RL,24,2308,NPkVill,TwnhsE,2Story,1976,1976,2,9,2009,Normal,146000
411,0527453060,160,RL,24,2280,NPkVill,Twnhs,2Story,1976,1976,2,7,2009,Normal,148500
412,0527453140,120,RL,24,2280,NPkVill,Twnhs,1Story,1975,1975,2,8,2009,Normal,123000
413,0527454050,160,RL,24,2308,NPkVill,TwnhsE,2Story,1974,1974,2,6,2009,Normal,147000
414,0527454130,160,RL,24,2349,NPkVill,Twnhs,2Story,1977,1977,2,5,2009,Normal,137900
415,0527455050,160,RL,24,2364,NPkVill,TwnhsE,2Story,1978,1978,2,7,2009,Normal,147000
416,0527455060,160,RL,24,2289,NPkVill,Twnhs,2Story,1978,1978,2,4,2009,Normal,148500
417,0527455080,160,RL,24,2364,NPkVill,TwnhsE,2Story,1978,1978,2,4,2009,Normal,138000
418,0527455090,120,RL,24,2104,NPkVill,TwnhsE,1Story,1976,1976,1,10,2009,Normal,128500
419,0527455240,020,RL,65,7150,NAmes,1Fam,1Story,1967,1967,1,7,2009,Normal,100000
420,0527455280,020,RL,,10710,NAmes,1Fam,1Story,1966,2004,2,7,2009,Normal,148800
421,0528102040,020,RL,96,12456,NridgHt,1Fam,1Story,2006,2007,3,7,2009,Normal,337500
422,0528102140,060,RL,110,14257,NridgHt,1Fam,2Story,2007,2007,3,6,2009,Normal,462000
423,0528104070,060,RL,104,13518,NridgHt,1Fam,2Story,2008,2009,3,7,2009,Partial,485000
424,0528106020,020,RL,105,15431,NridgHt,1Fam,1Story,2008,2008,3,4,2009,Normal,555000
425,0528106070,020,RL,108,13173,NridgHt,1Fam,1Story,2006,2007,2,11,2009,Normal,325000
426,0528108010,020,RL,110,14230,NridgHt,1Fam,1Story,2007,2007,3,7,2009,Normal,256300
427,0528108020,020,RL,98,12704,NridgHt,1Fam,1Story,2008,2009,3,8,2009,Partial,253293
428,0528108040,060,RL,95,12350,NridgHt,1Fam,2Story,2009,2009,3,7,2009,Partial,398800
429,0528108070,060,RL,96,11308,NridgHt,1Fam,2Story,2008,2008,3,7,2009,Normal,335000
430,0528108130,020,RL,95,12350,NridgHt,1Fam,1Story,2008,2008,3,5,2009,Normal,404000
431,0528108140,020,RL,94,12220,NridgHt,1Fam,1Story,2009,2009,3,9,2009,Partial,402861
432,0528110010,060,RL,97,13478,NridgHt,1Fam,2Story,2008,2008,3,6,2009,Normal,451950
433,0528110020,020,RL,105,13693,NridgHt,1Fam,1Story,2007,2007,3,3,2009,Normal,610000
434,0528110090,060,RL,107,13891,NridgHt,1Fam,2Story,2008,2009,3,1,2009,Partial,582933
435,0528112040,020,RL,95,11578,NridgHt,1Fam,1Story,2008,2008,3,7,2009,Normal,360000
436,0528116010,020,RL,129,16870,NridgHt,1Fam,1Story,2004,2005,3,4,2009,Normal,296000
437,0528118060,060,RL,59,23303,NridgHt,1Fam,2Story,2007,2007,3,6,2009,Family,409900
438,0528120020,020,RL,87,11146,NridgHt,1Fam,1Story,2006,2006,3,7,2009,Normal,255500
439,0528120030,020,RL,87,10367,NridgHt,1Fam,1Story,2008,2008,3,6,2009,Normal,335000
440,0528120160,020,RL,76,9591,NridgHt,1Fam,1Story,2004,2005,3,1,2009,Normal,274900
441,0528120170,020,RL,77,10872,NridgHt,1Fam,1Story,2006,2006,3,2,2009,Normal,300000
442,0528138010,020,RL,102,13514,NridgHt,1Fam,1Story,2008,2008,3,3,2009,Normal,324000
443,0528142040,060,RL,74,8834,NridgHt,1Fam,2Story,2004,2005,3,6,2009,Normal,350000
444,0528142090,020,RL,107,11362,NridgHt,1Fam,1Story,2004,2005,3,3,2009,Normal,280000
445,0528142130,020,RL,85,10655,NridgHt,1Fam,1Story,2003,2004,3,10,2009,Normal,284000
446,0528142150,020,RL,90,12878,NridgHt,1Fam,1Story,2003,2004,2,6,2009,Normal,269500
447,0528144020,020,RL,79,9541,NridgHt,1Fam,1Story,2009,2009,2,9,2009,Partial,233170
448,0528166060,020,RL,103,13472,NridgHt,1Fam,1Story,2003,2003,3,6,2009,Normal,386250
449,0528166090,020,RL,110,15274,NridgHt,1Fam,1Story,2003,2003,3,7,2009,Normal,445000
450,0528168030,060,RL,96,13262,NridgHt,1Fam,2Story,2003,2004,3,6,2009,Normal,290000
451,0528172060,020,RL,70,9658,NridgHt,1Fam,1Story,2006,2006,3,7,2009,Normal,255900
452,0528174050,120,RL,47,6904,NridgHt,TwnhsE,1Story,2005,2005,2,8,2009,Normal,213000
453,0528174060,120,RL,34,5381,NridgHt,Twnhs,1Story,2005,2005,2,8,2009,Normal,196000
454,0528174070,120,RL,34,5122,NridgHt,Twnhs,1Story,2005,2005,2,3,2009,Normal,184500
455,0528175050,120,RL,80,10307,NridgHt,TwnhsE,1Story,2007,2008,2,5,2009,Normal,212500
456,0528175060,120,RL,34,5001,NridgHt,Twnhs,1Story,2007,2008,2,7,2009,Normal,230000
457,0528176030,020,RL,100,14836,NridgHt,1Fam,1Story,2004,2005,3,2,2009,Abnorml,552000
458,0528178010,020,RL,117,15262,NridgHt,1Fam,1Story,2003,2004,3,7,2009,Normal,382500
459,0528180120,120,RL,44,7390,NridgHt,TwnhsE,1Story,2008,2009,2,5,2009,Partial,320000
460,0528180130,120,RL,48,6472,NridgHt,TwnhsE,1Story,2008,2008,2,4,2009,Normal,248500
461,0528186010,020,RL,129,16770,NridgHt,1Fam,1Story,2002,2003,3,9,2009,Normal,286500
462,0528186180,120,RL,48,6240,NridgHt,TwnhsE,1Story,2006,2006,2,12,2009,Normal,254000
463,0528188020,120,RL,48,3480,NridgHt,TwnhsE,1Story,2003,2003,2,11,2009,Normal,173000
464,0528188060,160,RL,36,2268,NridgHt,Twnhs,2Story,2003,2004,2,7,2009,Normal,173000
465,0528218090,060,RL,63,10928,Gilbert,1Fam,2Story,2005,2005,2,6,2009,Normal,184000
466,0528220040,060,RL,57,8918,Gilbert,1Fam,2Story,2005,2006,2,7,2009,Normal,167800
467,0528221060,060,RL,149,12589,Gilbert,1Fam,2Story,2005,2005,2,6,2009,Normal,174000
468,0528221070,060,RL,122,11911,Gilbert,1Fam,2Story,2005,2005,2,3,2009,Normal,174000
469,0528228290,120,RL,53,3684,Blmngtn,TwnhsE,1Story,2007,2007,3,6,2009,Normal,174000
470,0528228295,120,RL,51,3635,Blmngtn,TwnhsE,1Story,2007,2007,3,5,2009,Normal,175900
471,0528228435,120,RL,43,3182,Blmngtn,TwnhsE,1Story,2005,2006,2,5,2009,Normal,192500
472,0528228450,120,RL,43,3182,Blmngtn,TwnhsE,1Story,2005,2006,2,5,2009,Normal,181000
473,0528228455,120,RL,43,3182,Blmngtn,TwnhsE,1Story,2005,2006,2,8,2009,Normal,180000
474,0528228460,120,RL,43,3182,Blmngtn,TwnhsE,1Story,2005,2006,2,9,2009,Normal,160200
475,0528235010,060,RL,71,7795,Gilbert,1Fam,2Story,2004,2005,2,7,2009,Normal,188500
476,0528235090,060,RL,,8068,Gilbert,1Fam,2Story,2002,2002,2,12,2009,Normal,200000
477,0528235200,080,RL,59,9434,Gilbert,1Fam,SLvl,2004,2005,2,8,2009,Normal,170000
478,0528240030,060,RL,62,7984,Gilbert,1Fam,2Story,2004,2005,2,9,2009,Normal,189500
479,0528240060,080,RL,,7750,Gilbert,1Fam,SLvl,2002,2002,2,3,2009,Normal,184100
480,0528240150,060,RL,61,10125,Gilbert,1Fam,2Story,2004,2004,2,7,2009,Normal,195500
481,0528250020,060,RL,,8965,Gilbert,1Fam,2Story,2003,2003,2,6,2009,Normal,192000
482,0528250040,060,RL,,8174,Gilbert,1Fam,2Story,2003,2003,2,5,2009,Normal,178000
483,0528253010,120,RL,34,5063,NridgHt,Twnhs,1Story,2007,2008,2,4,2009,Normal,207500
484,0528275070,060,RL,,8795,Gilbert,1Fam,2Story,2000,2000,2,4,2009,Normal,236000
485,0528275160,060,RL,,12891,Gilbert,1Fam,2Story,2002,2002,3,7,2009,Normal,257500
486,0528280230,060,RL,,12224,Gilbert,1Fam,2Story,2000,2000,2,7,2009,Normal,244000
487,0528290030,080,RL,61,9734,Gilbert,1Fam,SLvl,2004,2004,2,5,2009,Normal,167000
488,0528290120,060,RL,60,8123,Gilbert,1Fam,2Story,2000,2000,2,6,2009,Normal,179000
489,0528290180,060,RL,42,8433,Gilbert,1Fam,2Story,2000,2000,2,6,2009,Normal,190000
490,0528290190,080,RL,62,7750,Gilbert,1Fam,SLvl,1999,2000,2,3,2009,Normal,156000
491,0528292030,060,RL,,15896,Gilbert,1Fam,2Story,1999,1999,3,5,2009,Normal,245000
492,0528292040,060,RL,,24682,Gilbert,1Fam,2Story,1999,1999,2,6,2009,Normal,181000
493,0528292070,060,RL,,8755,Gilbert,1Fam,2Story,1999,1999,2,6,2009,Normal,214000
494,0528294050,080,RL,64,7848,Gilbert,1Fam,SLvl,1999,1999,2,6,2009,Normal,168000
495,0528315090,060,RL,82,9430,NoRidge,1Fam,2Story,1999,1999,3,7,2009,Normal,337000
496,0528321010,060,RL,174,15138,NoRidge,1Fam,2Story,1995,1996,3,7,2009,Normal,403000
497,0528327070,060,RL,106,12720,NoRidge,1Fam,2Story,2000,2000,3,9,2009,Normal,327000
498,0528344040,060,RL,,16545,NoRidge,1Fam,2Story,1998,1998,3,5,2009,Normal,340000
499,0528344100,060,RL,98,12203,NoRidge,1Fam,2Story,1998,1999,3,7,2009,Normal,336000
500,0528354050,060,RL,79,10208,NoRidge,1Fam,2Story,1996,1997,3,7,2009,Normal,265000
501,0528363050,020,RL,,10750,NoRidge,1Fam,1Story,1994,1995,3,6,2009,Normal,315000
502,0528365070,060,RL,90,9900,NoRidge,1Fam,2Story,1993,1993,3,4,2009,Normal,260000
503,0528385050,060,RL,79,9085,NoRidge,1Fam,2Story,1995,1996,2,11,2009,Normal,260000
504,0528387030,060,RL,,11692,NoRidge,1Fam,2Story,1993,1994,2,10,2009,Normal,263550
505,0528390100,060,RL,52,46589,NoRidge,1Fam,2Story,1994,2005,3,7,2009,Normal,402000
506,0528390210,060,RL,,29959,NoRidge,1Fam,2Story,1994,1994,2,1,2009,Normal,248000
507,0528427020,020,RL,74,9612,Somerst,1Fam,1Story,2008,2009,3,12,2009,Partial,244600
508,0528431020,020,RL,86,11194,Somerst,1Fam,1Story,2008,2008,3,9,2009,Normal,275000
509,0528431070,020,RL,78,10206,Somerst,1Fam,1Story,2008,2008,3,9,2009,Normal,257500
510,0528435030,020,RL,78,9262,Somerst,1Fam,1Story,2008,2009,3,5,2009,Partial,287090
511,0528435050,020,RL,85,10130,Somerst,1Fam,1Story,2007,2007,3,3,2009,Normal,275500
512,0528439060,020,RL,76,9139,Somerst,1Fam,1Story,2006,2006,2,9,2009,Normal,245000
513,0528441020,060,RL,75,9675,Somerst,1Fam,2Story,2005,2005,2,2,2009,Normal,253000
514,0528441090,020,RL,85,11128,Somerst,1Fam,1Story,2005,2006,3,10,2009,Normal,468000
515,0528456180,060,FV,72,8640,Somerst,1Fam,2Story,2009,2009,2,7,2009,Partial,252678
516,0528456220,060,FV,75,9000,Somerst,1Fam,2Story,2008,2008,2,6,2009,Normal,210000
517,0528456240,020,FV,75,7862,Somerst,1Fam,1Story,2009,2009,2,9,2009,Partial,208300
518,0528458020,020,FV,90,7993,Somerst,1Fam,1Story,2008,2009,2,10,2009,Partial,225000
519,0528458040,020,FV,72,8640,Somerst,1Fam,1Story,2009,2009,2,9,2009,Partial,229456
520,0528458060,020,FV,72,8640,Somerst,1Fam,1Story,2008,2008,2,5,2009,Normal,229800
521,0528458140,020,FV,112,12606,Somerst,1Fam,1Story,2007,2008,3,5,2009,Normal,250000
522,0528458160,020,FV,85,9187,Somerst,1Fam,1Story,2009,2009,3,10,2009,Partial,370878
523,0528458180,020,FV,75,7500,Somerst,1Fam,1Story,2006,2007,2,6,2009,Normal,238500
524,0528477050,060,FV,85,11003,Somerst,1Fam,2Story,2008,2008,3,4,2009,Normal,310000
525,0528477070,060,FV,84,10603,Somerst,1Fam,2Story,2006,2006,3,7,2009,Normal,270000
526,0528480040,060,FV,85,10574,Somerst,1Fam,2Story,2005,2006,3,5,2009,Normal,252000
527,0528480130,060,FV,65,8125,Somerst,1Fam,2Story,2006,2007,2,10,2009,Normal,241000
528,0528480170,020,FV,65,8125,Somerst,1Fam,1Story,2008,2009,2,10,2009,Partial,264500
529,0528482040,020,FV,85,10625,Somerst,1Fam,1Story,2006,2007,3,3,2009,Normal,291000
530,0528482130,060,FV,75,9375,Somerst,1Fam,2Story,2003,2004,2,11,2009,Normal,263000
